"index","alcohol","category","country","description","designation","price","rating","region","subregion","title","url","varietal","vintage","winery"
"5911","12.5","Sparkling","France","This ripe opulent wine has rich white fruits and a warm, rounded texture. It's very much in the rich Ruinart style, made extra special by the maturity of the wine. There is still a mineral texture to the wine but the fruit has become toasty and rich. Drink now.","Blanc de Blancs Brut","155","94","Champagne","Champagne","Ruinart 2006 Blanc de Blancs Brut Chardonnay (Champagne)","https://www.winemag.com/buying-guide/ruinart-2006-blanc-de-blancs-brut-chardonnay-champagne/","Chardonnay","2006","Ruinart"
"5912","12","Sparkling","France","This crisp, textured wine still offers great freshness. Its acidity and taut white fruits are zesty, hinting at toastiness and with a fine texture. It is an elegant wine, ready to drink.","Blanc de Blancs Millésime Brut","96","91","Champagne","Champagne","Jean Laurent 2006 Blanc de Blancs Millésime Brut Chardonnay (Champagne)","https://www.winemag.com/buying-guide/jean-laurent-2006-blanc-de-blancs-millesime-brut-chardonnay-champagne-302162/","Chardonnay","2006","Jean Laurent"
"5913","12","Sparkling","France","This producer with vines in the Aube has made a specialty of pure Pinot Noir Champagnes. Rich yet dry, this wine is full of generous white fruits cut with toastiness. Now mature, it is ready to drink.","Millésime Brut Blanc de Noirs","96","90","Champagne","Champagne","Jean Laurent 2006 Millésime Brut Blanc de Noirs Pinot Noir (Champagne)","https://www.winemag.com/buying-guide/jean-laurent-2006-millesime-brut-blanc-de-noirs-pinot-noir-champagne-302161/","Pinot Noir","2006","Jean Laurent"
"5914","12","Sparkling","France","Now mature, this wine is rich and stylish. As it matures, it has developed a ripe yeast and toast character along with a beautiful patina of intense spice, and minerality along with great complexity. The wine is fully ready, a great experience to drink now.","Millésime Brut","99","96","Champagne","Champagne","Henriot 2006 Millésime Brut  (Champagne)","https://www.winemag.com/buying-guide/henriot-2006-millesime-brut-champagne/","Champagne Blend","2006","Henriot"
"5915","12.5","Sparkling","France","This is the latest release of this legendary wine. A blend, although with a majority of Pinot Noir (Churchill's preference), the wine is rich, just beginning to show wonderful signs of maturity. It still has intense fruit along with the taut mineral texture that will allow the wine to age further. It is a standout Champagne from this vintage. Drink now, although this Champagne will age for many years.","Cuvée Sir Winston Churchill Brut","305","98","Champagne","Champagne","Pol Roger 2006 Cuvée Sir Winston Churchill Brut  (Champagne)","https://www.winemag.com/buying-guide/pol-roger-2006-cuvee-sir-winston-churchill-brut-champagne/","Champagne Blend","2006","Pol Roger"
"5916","12","Sparkling","France","Still very crisp and fruity with only a hint of maturity, this is a bright, apple- and citrus-driven wine. Light and stylish, it gets its generous minerality from the Chardonnay in the blend. While it's great now, it will be even better from 2018.","Amour de Deutz Brut","180","94","Champagne","Champagne","Deutz 2006 Amour de Deutz Brut  (Champagne)","https://www.winemag.com/buying-guide/deutz-2006-amour-de-deutz-brut-champagne/","Champagne Blend","2006","Deutz"
"5917","12","Sparkling","France","The second of two prestige Cuvées from Deutz, this shows its high proportion of Pinot Noir with its full-bodied nature. Already mature, it has broadened into a richly complex, toasty, spicy wine. With full-throttle acidity that gives it a taut edge, it's impressive and ready to drink.","Cuvée William Deutz","140","95","Champagne","Champagne","Deutz 2006 Cuvée William Deutz  (Champagne)","https://www.winemag.com/buying-guide/deutz-2006-cuvee-william-deutz-champagne/","Champagne Blend","2006","Deutz"
"5918","12","Sparkling","France","This Champagne is produced for the Bordeaux Rothschild families to serve at events in their chateaus (Mouton, Lafite, Clarke). It is a beautiful wine that manages to be both rich and tightly textured with minerality, crisp apple flavor and a hint of toast balances all elements so well. A limited amount is available outside the family circuit. Drink now.","Blanc de Blancs Vintage Brut","390","96","Champagne","Champagne","Barons de Rothschild 2006 Blanc de Blancs Vintage Brut Chardonnay (Champagne)","https://www.winemag.com/buying-guide/barons-de-rothschild-2006-blanc-de-blancs-vintage-brut-chardonnay-champagne/","Chardonnay","2006","Barons de Rothschild"
"5919","12","Sparkling","France","This rich, opulent prestige Cuvée lives up to the Séduction name, instantly appealing with its ripe yellow fruit and generous texture. It is just approaching maturity, with hints of toast. Drink now or, even better, from 2017.","Séduction Brut","70","94","Champagne","Champagne","Charles Ellner 2006 Séduction Brut  (Champagne)","https://www.winemag.com/buying-guide/charles-ellner-2006-seduction-brut-champagne/","Champagne Blend","2006","Charles Ellner"
"5920","12","Sparkling","France","This crisp, dry style of Champagne with its tightly wound texture and acidity is deliciously balanced, showing just the hint of toasty maturity that lies behind the apple and citrus fruits. Relying on ripe fruit for its richness, the wine is on the cusp of drinkability. Ideally wait until 2017.","Egérie Extra Brut","110","93","Champagne","Champagne","Pannier 2006 Egérie Extra Brut  (Champagne)","https://www.winemag.com/buying-guide/pannier-2008-egerie-extra-brut-champagne/","Champagne Blend","2006","Pannier"
"5921","12","Sparkling","France","The prestige Cuvée from this producer, this has richness and a dense texture that brings out the ripe fruits. From a good, if not great, vintage, it is beautifully balanced, still young to taste and likely to age well. Drink now for the fruit or wait until 2018 for more maturity.","Palmes d'Or Brut","138","93","Champagne","Champagne","Nicolas Feuillatte 2006 Palmes d'Or Brut  (Champagne)","https://www.winemag.com/buying-guide/nicolas-feuillatte-2006-palmes-dor-brut-champagne/","Champagne Blend","2006","Nicolas Feuillatte"
"5922","12","Sparkling","France","Paillard's crispest Chardonnay comes mainly from the Côte des Blancs. Offering great white fruit and bright apple flavors, this wine is also textured and mineral. It is beginning to mature, suggesting a touch of toastiness while the fruit remains. It finishes dry. Drink the wine now.","Blanc de Blancs Extra Brut","87","94","Champagne","Champagne","Bruno Paillard 2006 Blanc de Blancs Extra Brut  (Champagne)","https://www.winemag.com/buying-guide/bruno-paillard-2006-blanc-de-blancs-extra-brut-champagne/","Champagne Blend","2006","Bruno Paillard"
"5923","12.5","Sparkling","France","Produced from Pinot Noir and Chardonnay, this balances ripe red berry and citrus fruits with more mature spice and vanilla. With this development has come depth, concentration and richness. It is a wine to drink with food, ripe and finishing with crisp, dry acidity.","Cuvée Elisabeth Salmon Brut Rosé","260","94","Champagne","Champagne","Billecart-Salmon 2006 Cuvée Elisabeth Salmon Brut Rosé  (Champagne)","https://www.winemag.com/buying-guide/billecart-salmon-2006-cuvee-elisabeth-salmon-brut-rose-champagne/","Champagne Blend","2006","Billecart-Salmon"
"5924","13","Sparkling","France","This Champagne is produced from a small parcel of Chardonnay in the heart of the city of Reims above the Lanson cellars. It has more than rarity value with its wonderful mature flavors, richness and flavors of vanilla, baked apple and hints of the wood in which the wine fermented. It is ready to drink now.","Clos Lanson Blanc de Blancs Brut","195","95","Champagne","Champagne","Lanson 2006 Clos Lanson Blanc de Blancs Brut Chardonnay (Champagne)","https://www.winemag.com/buying-guide/lanson-2006-clos-lanson-blanc-de-blancs-brut-chardonnay-champagne/","Chardonnay","2006","Lanson"
"5925","13","Sparkling","France","The good 2006 vintage has produced this well-balanced wine that is now showing delicious signs of maturity. The initial fruit has gone, replaced by toast, spice and grilled almonds. At the same time, the acidity and taut mineral texture are still in play, giving a wine that is lively and just ready to drink now.","Cuvée des Moines Brut Millésime","85","93","Champagne","Champagne","Besserat de Bellefon 2006 Cuvée des Moines Brut Millésime  (Champagne)","https://www.winemag.com/buying-guide/besserat-de-bellefon-2006-cuvee-des-moines-brut-millesime-champagne/","Champagne Blend","2006","Besserat de Bellefon"
"5926","12","Sparkling","France","Feuillatte has taken great advantage of the very good 2006 vintage with this wine. It is crisp, now maturing well, hinting at toast while still with lively white fruit and citrus flavors. It is at a good point to drink, although it will certainly age until 2022.","Grand Cru Millésimé Chardonnay Blanc de Blancs Brut","56","92","Champagne","Champagne","Nicolas Feuillatte 2006 Grand Cru Millésimé Chardonnay Blanc de Blancs Brut Chardonnay (Champagne)","https://www.winemag.com/buying-guide/nicolas-feuillatte-2006-grand-cru-millesime-chardonnay-blanc-de-blancs-brut-chardonnay-champagne/","Chardonnay","2006","Nicolas Feuillatte"
"5927","12","Sparkling","France","Named after the French king who first said that Champagne had to be bottled (thereby allowing the bubbles to be retained), this dry Rosé is rich, beginning to mature and full of ripe red fruits. Hints of toast and almonds add an extra dimension to the wine's complexity. It is ready to drink.","Louis XV Brut Rosé","207","92","Champagne","Champagne","De Venoge 2006 Louis XV Brut Rosé  (Champagne)","https://www.winemag.com/buying-guide/de-venoge-2006-louis-xv-brut-rose-champagne/","Champagne Blend","2006","De Venoge"
"5928","12","Sparkling","France","In its distinctive carafe-shaped bottle, this Champagne commemorates the French king who first said that Champagne had to be bottled (so the bubbles would not disappear). It is dominated by Chardonnay, giving a chalky, mineral texture to this ripe wine. While the fruit is still deliciously fresh, the wine is just beginning to add toast flavors to its repertoire. Drink now, or better from 2017.","Louis XV Brut","153","93","Champagne","Champagne","De Venoge 2006 Louis XV Brut  (Champagne)","https://www.winemag.com/buying-guide/de-venoge-2006-louis-xv-brut-champagne/","Champagne Blend","2006","De Venoge"
"5929","12","Sparkling","France","From a good vintage, this wine with its blend of 60% Pinot Noir and 40% Chardonnay has a pale gold color and attractive maturity. The initial fruitiness has given way to a mineral-textured wine with a touch of almonds, spice and a rich character. It is ready to drink.","Brut Millésimé","60","91","Champagne","Champagne","Chassenay d'Arce 2006 Brut Millésimé  (Champagne)","https://www.winemag.com/buying-guide/chassenay-darce-2006-brut-millesime-champagne/","Champagne Blend","2006","Chassenay d'Arce"
"5930","12","Sparkling","France","Based in the Côte des Blancs, Nicolas Feuillatte has access to some fine Chardonnay for this mineral-textured wine. Lightly perfumed with white flowers, it is crisp and fresh, with sliced apple and lemon right up front. The wine is fruity now and will age well. Either drink now or wait for more maturity from 2017.","Blanc de Blancs Brut","56","90","Champagne","Champagne","Nicolas Feuillatte 2006 Blanc de Blancs Brut Chardonnay (Champagne)","https://www.winemag.com/buying-guide/nicolas-feuillatte-2006-blanc-de-blancs-brut-chardonnay-champagne/","Chardonnay","2006","Nicolas Feuillatte"
"5931","12","Sparkling","France","Deep pink in color, this is a ripe wine, now ready to drink. An edge of tannin, from the addition of red wine to give color, as well as layers of red fruits and acidity, make for a structured wine. Drink this rich, dense wine now.","Palmes d'Or Vintage Rosé Brut","202","88","Champagne","Champagne","Nicolas Feuillatte 2006 Palmes d'Or Vintage Rosé Brut Pinot Noir (Champagne)","https://www.winemag.com/buying-guide/nicolas-feuillatte-2006-palmes-dor-vintage-rose-brut-pinot-noir-champagne/","Pinot Noir","2006","Nicolas Feuillatte"
"5932","12","Sparkling","France","With its creamy texture and ripe apple fruits, this is a rich, rounded style. It is certainly fresh while also having yellow and white stone fruit flavors cut by acidity and citrus. Coming from the southern Côte de Bar, this is an open fruity Champagne that still has plenty of the proper steely aftertaste. At nine years, the wine is ready to drink.","Blanc de Blanc Millesimé Brut","72","90","Champagne","Champagne","Chassenay d'Arce 2006 Blanc de Blanc Millesimé Brut Chardonnay (Champagne)","https://www.winemag.com/buying-guide/chassenay-darce-2006-blanc-de-blanc-millesime-brut-chardonnay-champagne/","Chardonnay","2006","Chassenay d'Arce"
